Vol,No.,day,mo,year,Collection,Book ID,JP2 ,start page,Notes (see orig file for page links),Derivative JPEG
1,1,10,4,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0013.jp2,http://archive.org/stream/pictureplayweekl01unse#page/n11/mode/2up,,Picture-Play_vol1_no1_10-4-1915_sml.jpg
1,2,17,4,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0043.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n41/mode/2up,,Picture-Play_vol1_no2_17-4-1915_sml.jpg
1,3,24,4,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0079.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n77/mode/2up,,Picture-Play_vol1_no3_24-4-1915_sml.jpg
1,4,1,5,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0115.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n113/mode/2up,,Picture-Play_vol1_no4_1-5-1915_sml.jpg
1,5,8,5,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0143.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n141/mode/2up,,Picture-Play_vol1_no5_8-5-1915_sml.jpg
1,6,15,5,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0179.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n177/mode/2up,,Picture-Play_vol1_no6_15-5-1915_sml.jpg
1,7,22,5,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0213.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n211/mode/2up,,Picture-Play_vol1_no7_22-5-1915_sml.jpg
1,8,29,5,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0249.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n247/mode/2up,,Picture-Play_vol1_no8_29-5-1915_sml.jpg
1,9,5,6,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0285.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n283/mode/2up,,Picture-Play_vol1_no9_5-6-1915_sml.jpg
1,10,12,6,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0321.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n319/mode/2up,,Picture-Play_vol1_no10_12-6-1915_sml.jpg
1,11,19,6,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0357.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n355/mode/2up,,Picture-Play_vol1_no11_19-6-1915_sml.jpg
1,12,26,6,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0393.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n391/mode/2up,,Picture-Play_vol1_no12_26-6-1915_sml.jpg
1,13,3,7,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0429.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n427/mode/2up,,Picture-Play_vol1_no13_3-7-1915_sml.jpg
1,14,10,7,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0465.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n463/mode/2up,,Picture-Play_vol1_no14_10-7-1915_sml.jpg
1,15,17,7,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0501.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n499/mode/2up,,Picture-Play_vol1_no15_17-7-1915_sml.jpg
1,16,24,7,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0537.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n535/mode/2up,,Picture-Play_vol1_no16_24-7-1915_sml.jpg
1,17,31,7,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0573.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n571/mode/2up,,Picture-Play_vol1_no17_31-7-1915_sml.jpg
1,18,7,8,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0603.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n601/mode/2up,,Picture-Play_vol1_no18_7-8-1915_sml.jpg
1,19,14,8,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0639.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n637/mode/2up,,Picture-Play_vol1_no19_14-8-1915_sml.jpg
1,20,21,8,1915,LOC,pictureplayweekl01unse,pictureplayweekl01unse_0675.jp2,https://archive.org/stream/pictureplayweekl01unse#page/n673/mode/2up,,Picture-Play_vol1_no20_21-8-1915_sml.jpg
